 (VTI) , , ,  
Holding details,2024-01-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
,"BK0XBX8","CFB","CrossFirst Bankshares Inc.",1202409,$16978015.08,0.0011475238,"Regional Banks","US",---
,"BK6S6J8","FCEL","FuelCell Energy Inc.",14142790,$16971348,0.0011470732,"Electrical Components & Equipment","US",---
,"BMTW8S4","NRDS","NerdWallet Inc. Class A",1106720,$16943883.2,0.0011452169,"Consumer Finance","US",---
,"BK7FYL6","ACEL","Accel Entertainment Inc. Class A",1651081,$16923580.25,0.0011438446,"Casinos & Gaming","US",---
,"BF16ZX9","FOR","Forestar Group Inc.",538939,$16847233.14,0.0011386844,"Real Estate Development","US",---
,"2777777","BFS","Saul Centers Inc.",439170,$16802644.2,0.0011356707,"Retail REITs","US",---
,"BMGTPV0","ICVX","Icosavax Inc.",1095971,$16779316.01,0.001134094,"Biotechnology","US",---
,"B5Q3KZ2","AOSL","Alpha & Omega Semiconductor Ltd.",651122,$16707790.52,0.0011292596,"Semiconductors","BM",---
,"BKZH191","FPI","Farmland Partners Inc.",1486534,$16678911.48,0.0011273077,"Other Specialized REITs","US",---
,"BLNB073","PCT","PureCycle Technologies Inc.",4248447,$16653912.24,0.0011256181,"Commodity Chemicals","US",---
,"BMFJJ97","SANA","Sana Biotechnology Inc.",3033390,$16653311.1,0.0011255774,"Biotechnology","US",---
,"B4MG4Z6","AMCX","AMC Networks Inc. Class A",918757,$16620314.13,0.0011233472,"Broadcasting","US",---
,"BKDV6G7","KRUS","Kura Sushi USA Inc. Class A",169216,$16605166.08,0.0011223234,"Restaurants","US",---
,"BNV08M7","ARHS","Arhaus Inc. Class A",1419715,$16596468.35,0.0011217355,"Homefurnishing Retail","US",---
,"2014021","ALX","Alexander's Inc.",75137,$16514361.23,0.001116186,"Retail REITs","US",---
,"2927497","UHT","Universal Health Realty Income Trust",413444,$16459205.64,0.0011124581,"Health Care REITs","US",---
,"BPCHD26","SMRT","SmartRent Inc.",5566988,$16422614.6,0.0011099849,"Electronic Equipment & Instruments","US",---
,"B0G7SZ5","ACCO","ACCO Brands Corp.",2700003,$16416018.24,0.0011095391,"Office Services & Supplies","US",---
,"BFZP4R9","LASR","nLight Inc.",1264578,$16414222.44,0.0011094177,"Electronic Equipment & Instruments","US",---
,"BDRY7P9","ATUS","Altice USA Inc. Class A",6717067,$16389643.48,0.0011077565,"Cable & Satellite","US",---
,"2011970","CECO","CECO Environmental Corp.",843032,$16295808.56,0.0011014143,"Environmental & Facilities Services","US",---
,"B6TPXR5","HAFC","Hanmi Financial Corp.",968596,$16223983,0.0010965597,"Regional Banks","US",---
,"BK6MJ46","AMRK","A-Mark Precious Metals Inc.",600243,$16188553.71,0.001094165,"Specialized Finance","US",---
,"BMDCDP2","BIGC","BigCommerce Holdings Inc.",1977724,$16177782.32,0.001093437,"Internet Services & Infrastructure","US",---
,"B6VRG58","MSBI","Midland States Bancorp Inc.",614037,$16124611.62,0.0010898433,"Regional Banks","US",---
,"BRKFN59","KE","Kimball Electronics Inc.",677296,$16106098.88,0.001088592,"Electronic Manufacturing Services","US",---
,"2316103","EBF","Ennis Inc.",789811,$16088450.07,0.0010873991,"Commercial Printing","US",---
,"B3K9Z35","CLW","Clearwater Paper Corp.",486081,$16026090.57,0.0010831843,"Paper Products","US",---
,"BMYSHK2","ORC","Orchid Island Capital Inc.",2006926,$16015269.48,0.001082453,"Mortgage REITs","US",---
,"B4WXG84","UFCS","United Fire Group Inc.",714514,$16012258.74,0.0010822495,"Property & Casualty Insurance","US",---
,"BNZB1X8","OCUL","Ocular Therapeutix Inc.",3289162,$15985327.32,0.0010804292,"Pharmaceuticals","US",---
,"2249254","HCKT","Hackett Group Inc.",689753,$15947089.36,0.0010778447,"IT Consulting & Other Services","US",---
,"2267698","USNA","USANA Health Sciences Inc.",340345,$15934952.9,0.0010770245,"Personal Care Products","US",---
,"BN0ZBP7","TRST","TrustCo Bank Corp. NY",550930,$15921877,0.0010761407,"Regional Banks","US",---
,"2318790","OSUR","OraSure Technologies Inc.",2157546,$15901114.02,0.0010747373,"Health Care Supplies","US",---
,"2636878","NR","Newpark Resources Inc.",2449089,$15894587.61,0.0010742962,"Oil & Gas Equipment & Services","US",---
,"BQ0QT80","RICK","RCI Hospitality Holdings Inc.",257289,$15890168.64,0.0010739975,"Restaurants","US",---
,"BKLCX50","HCAT","Health Catalyst Inc.",1626169,$15887671.13,0.0010738287,"Health Care Technology","US",---
,"BMDTR28","FWRG","First Watch Restaurant Group Inc.",740198,$15884649.08,0.0010736245,"Restaurants","US",---
,"BMFNRG2","OLO","Olo Inc - CLASS A",3067735,$15860189.95,0.0010719713,"Application Software","US",---
,"B83TNY4","LAND","Gladstone Land Corp.",1118425,$15836898,0.001070397,"Other Specialized REITs","US",---
,"BCZS820","FATE","Fate Therapeutics Inc.",2562686,$15786145.76,0.0010669668,"Biotechnology","US",---
,"2387002","GSBC","Great Southern Bancorp Inc.",302904,$15778269.36,0.0010664344,"Regional Banks","US",---
,"BD0MGM0","KNSA","Kiniksa Pharmaceuticals Ltd. Class A",893713,$15756160.19,0.0010649401,"Biotechnology","BM",---
,"BMGWSJ8","CRSR","Corsair Gaming Inc.",1232424,$15688757.52,0.0010603844,"Technology Hardware, Storage & Periphera","US",---
,"BNDL420","MODV","ModivCare Inc.",394429,$15686441.33,0.0010602279,"Health Care Services","US",---
,"BFMB9P3","CLBK","Columbia Financial Inc.",872234,$15682767.32,0.0010599795,"Regional Banks","US",---
,"BFY7DC4","ALT","Altimmune Inc.",1660539,$15675488.16,0.0010594875,"Biotechnology","US",---
,"BVFNZL6","APPS","Digital Turbine Inc.",2901678,$15640044.42,0.0010570919,"Application Software","US",---
,"BDW0D09","AAOI","Applied Optoelectronics Inc.",991978,$15603813.94,0.0010546432,"Communications Equipment","US",---
,"BN78784","PTVE","Pactiv Evergreen Inc.",1068389,$15598479.4,0.0010542826,"Paper & Plastic Packaging Products & Materials","US",---
,"BMW6894","PKST","Peakstone Realty Trust",1076600,$15589168,0.0010536533,"Office REITs","US",---
,"BDH65C8","PETQ","PetIQ Inc. Class A",867296,$15585309.12,0.0010533925,"Health Care Distributors","US",---
,"BDBRDR8","MCB","Metropolitan Bank Holding Corp.",320971,$15563883.79,0.0010519443,"Regional Banks","US",---
,"BQFMQ93","EHAB","Enhabit Inc.",1542041,$15559193.69,0.0010516273,"Health Care Services","US",---
,"B1Y1PC2","CLNE","Clean Energy Fuels Corp.",5270102,$15546800.9,0.0010507897,"Oil & Gas Refining & Marketing","US",---
,"BNBV0S0","ZIMV","Zimvie Inc.",886345,$15493310.6,0.0010471744,"Health Care Equipment","US",---
,"B5LYMC1","CLDT","Chatham Lodging Trust",1474768,$15485064,0.001046617,"Hotel & Resort REITs","US",---
,"2230946","CPF","Central Pacific Financial Corp.",801026,$15435771.02,0.0010432853,"Regional Banks","US",---
,"2942025","WASH","Washington Trust Bancorp Inc.",554500,$15420645,0.001042263,"Regional Banks","US",---
,"2276627","DXPE","DXP Enterprises Inc./TX",478217,$15408151.74,0.0010414186,"Trading Companies & Distributors","US",---
,"B8NB2R6","NFBK","Northfield Bancorp Inc.",1279932,$15397581.96,0.0010407042,"Regional Banks","US",---
,"BMFPJH3","SEMR","SEMrush Holdings Inc. Class A",1332280,$15374511.2,0.0010391449,"Application Software","US",---
,"BMBX3P7","VTS","Vitesse Energy Inc.",730922,$15356671.22,0.0010379391,"Oil & Gas Exploration & Production","US",---
,"BQ721R4","PRAX","Praxis Precision Medicines Inc.",350383,$15287210.29,0.0010332443,"Biotechnology","US",---
,"BZ0G875","RGNX","REGENXBIO Inc.",1239237,$15267399.84,0.0010319053,"Biotechnology","US",---
,"BJDQXG4","NVAX","Novavax Inc.",3816536,$15266144,0.0010318205,"Biotechnology","US",---
,"2918479","GOOD","Gladstone Commercial Corp.",1190751,$15265427.82,0.0010317721,"Diversified REITs","US",---
,"BN4Q5D2","WEST","Westrock Coffee Co.",1472425,$15254323,0.0010310215,"Packaged Foods & Meats","US",---
,"2492133","IBCP","Independent Bank Corp./MI",599260,$15245174.4,0.0010304031,"Regional Banks","US",---
,"2183062","CATC","Cambridge Bancorp",222214,$15241658.26,0.0010301655,"Regional Banks","US",---
,"2503916","HTBK","Heritage Commerce Corp.",1711952,$15219253.28,0.0010286512,"Regional Banks","US",---
,"2884280","TTI","TETRA Technologies Inc.",3630548,$15211996.12,0.0010281607,"Oil & Gas Equipment & Services","US",---
,"B0WW4L2","URG","Ur-Energy Inc.",8257023,$15192922.32,0.0010268715,"Coal & Consumable Fuels","CA",---
,"BK1KX10","HONE","HarborOne Bancorp Inc.",1385460,$15129223.2,0.0010225661,"Regional Banks","US",---
,"BQB9YW7","UP","Wheels Up Experience Inc.",4564883,$15109762.73,0.0010212508,"Passenger Airlines","US",---
,"BLFB3Y9","PWP","Perella Weinberg Partners Class A",1278425,$15021493.75,0.0010152848,"Investment Banking & Brokerage","US",---
,"BRJX4J5","SBGI","Sinclair Inc.",954858,$14991270.6,0.0010132421,"Broadcasting","US",---
,"BJ5FZ74","ADPT","Adaptive Biotechnologies Corp.",4084649,$14990661.83,0.0010132009,"Life Sciences Tools & Services","US",---
,"BGGJFT6","OFIX","Orthofix Medical Inc.",1079096,$14988643.44,0.0010130645,"Health Care Equipment","US",---
,"BQLSDK5","KGS","Kodiak Gas Services Inc.",637940,$14940554.8,0.0010098143,"Oil & Gas Equipment & Services","US",---
,"BMMVY68","FFWM","First Foundation Inc.",1567086,$14918658.72,0.0010083343,"Regional Banks","US",---
,"BM8MVZ3","MRNS","Marinus Pharmaceuticals Inc.",1525656,$14859889.44,0.0010043622,"Pharmaceuticals","US",---
,"BL6C9P4","SEAT","Vivid Seats Inc. Class A",2588800,$14859712,0.0010043502,"Movies & Entertainment","US",---
,"BYQBFQ5","FLGT","Fulgent Genetics Inc.",603703,$14845056.77,0.0010033597,"Health Care Services","US",---
,"2502678","SRDX","Surmodics Inc.",421394,$14837282.74,0.0010028342,"Health Care Equipment","US",---
,"BKVDFF7","ORIC","ORIC Pharmaceuticals Inc.",1349104,$14826652.96,0.0010021158,"Biotechnology","US",---
,"BG31GH0","YMAB","Y-mAbs Therapeutics Inc.",1159178,$14825886.62,0.001002064,"Biotechnology","US",---
,"2949316","HBNC","Horizon Bancorp Inc./IN",1130130,$14816004.3,0.0010013961,"Regional Banks","US",---
,"2896809","TR","Tootsie Roll Industries Inc.",452012,$14731071.08,0.0009956555,"Packaged Foods & Meats","US",---
,"BKX9VD3","ARQT","Arcutis Biotherapeutics Inc.",2501217,$14682143.79,0.0009923486,"Biotechnology","US",---
,"2414245","HVT","Haverty Furniture Cos. Inc.",432133,$14649308.7,0.0009901293,"Homefurnishing Retail","US",---
,"B84T2F7","HTBI","HomeTrust Bancshares Inc.",539258,$14640854.7,0.0009895579,"Regional Banks","US",---
,"2600248","CYH","Community Health Systems Inc.",3983855,$14620747.85,0.0009881989,"Health Care Facilities","US",---
,"2553814","MLAB","Mesa Laboratories Inc.",159129,$14579398.98,0.0009854042,"Life Sciences Tools & Services","US",---
,"2730532","HDSN","Hudson Technologies Inc.",1149613,$14577092.84,0.0009852483,"Trading Companies & Distributors","US",---
,"BYZG9Q9","EQBK","Equity Bancshares Inc. Class A",443588,$14571865.8,0.000984895,"Regional Banks","US",---
,"B77PWP5","ACRE","Ares Commercial Real Estate Corp.",1531896,$14568330.96,0.0009846561,"Mortgage REITs","US",---
,"BFRBX34","COMM","CommScope Holding Co. Inc.",6269922,$14546219.04,0.0009831616,"Communications Equipment","US",---
,"2648710","FCBC","First Community Bankshares Inc.",424203,$14541678.84,0.0009828547,"Regional Banks","US",---
,"2116659","CAC","Camden National Corp.",403181,$14526611.43,0.0009818363,"Regional Banks","US",---
,"BMFDKL8","ANTX","AN2 Therapeutics Inc.",749421,$14463825.3,0.0009775927,"Pharmaceuticals","US",---
,"2697853","RGP","Resources Connection Inc.",1068324,$14379641.04,0.0009719028,"Research & Consulting Services","US",---
,"BMTVQS7","SMMT","Summit Therapeutics Inc.",3662182,$14355753.44,0.0009702882,"Biotechnology","US",---
,"BKMQF66","MXCT","MaxCyte Inc.",2818256,$14344923.04,0.0009695562,"Life Sciences Tools & Services","US",---
,"BNYJR68","CRBU","Caribou Biosciences Inc.",2339267,$14339706.71,0.0009692037,"Biotechnology","US",---
,"BQLSDL6","SVV","Savers Value Village Inc.",766904,$14333435.76,0.0009687798,"Broadline Retail","US",---
,"2626802","NPK","National Presto Industries Inc.",181030,$14332145.1,0.0009686926,"Aerospace & Defense","US",---
,"B01Y8Q2","LWLG","Lightwave Logic Inc.",3319973,$14309083.63,0.0009671339,"Electronic Components","US",---
,"BNSP0B8","IBRX","ImmunityBio Inc.",4255631,$14298920.16,0.000966447,"Biotechnology","US",---
,"2933353","EGY","VAALCO Energy Inc.",3343681,$14244081.06,0.0009627404,"Oil & Gas Exploration & Production","US",---
,"BJ4LDC4","ALEC","Alector Inc.",2388395,$14234834.2,0.0009621155,"Biotechnology","US",---
,"2724115","USLM","United States Lime & Minerals Inc.",54808,$14177185.36,0.000958219,"Construction Materials","US",---
,"BMGCGK5","RUM","Rumble Inc.",2065492,$14148620.2,0.0009562884,"Interactive Media & Services","US",---
,"2352839","FC","Franklin Covey Co.",349702,$14141948.88,0.0009558374,"Research & Consulting Services","US",---
,"B1LDZK9","GLDD","Great Lakes Dredge & Dock Corp.",1843428,$14083789.92,0.0009519066,"Construction & Engineering","US",---
,"BN0TRB7","LFST","LifeStance Health Group Inc.",2350645,$14056857.1,0.0009500862,"Health Care Services","US",---
,"BMH73N1","ARKO","Arko Corp.",1798970,$14031966,0.0009484038,"Automotive Retail","US",---
,"BMTVQT8","GDRX","GoodRx Holdings Inc. Class A",2333432,$14000592,0.0009462833,"Health Care Technology","US",---
,"BYQ7X92","TPB","Turning Point Brands Inc.",575320,$13974522.8,0.0009445213,"Tobacco","US",---
,"2326287","EZPW","EZCORP Inc. Class A",1624375,$13969625,0.0009441903,"Consumer Finance","US",---
,"BM90J52","CGEM","Cullinan Oncology Inc.",922529,$13967089.06,0.0009440189,"Biotechnology","US",---
,"2801137","DHIL","Diamond Hill Investment Group Inc.",87521,$13962225.13,0.0009436901,"Asset Management & Custody Banks","US",---
,"BRXYZ91","METC","Ramaco Resources Inc. Class A",739465,$13961099.2,0.000943614,"Steel","US",---
,"BNHTRL0","STEM","Stem Inc.",4714276,$13954256.96,0.0009431516,"Electrical Components & Equipment","US",---
,"B7N96Q0","MVIS","MicroVision Inc.",5856957,$13939557.66,0.0009421581,"Electronic Equipment & Instruments","US",---
,"BQ3R1Y0","GETY","Getty Images Holdings Inc.",3254300,$13928404,0.0009414042,"Interactive Media & Services","US",---
,"BMH10B0","CTLP","Cantaloupe Inc.",2042575,$13909935.75,0.000940156,"Transaction & Payment Processing Service","US",---
,"B0ZN8Z4","LQDT","Liquidity Services Inc.",795167,$13875664.15,0.0009378396,"Diversified Support Services","US",---
,"B725NJ1","GNE","Genie Energy Ltd. Class B",742474,$13817441.14,0.0009339044,"Electric Utilities","US",---
,"BP3YM74","CDNA","CareDx Inc.",1607580,$13760884.8,0.0009300818,"Biotechnology","US",---
,"BKVK9N4","EWCZ","European Wax Center Inc. Class A",926577,$13750402.68,0.0009293733,"Specialized Consumer Services","US",---
,"BMYR6Y6","TWKS","Thoughtworks Holding Inc.",2936882,$13744607.76,0.0009289816,"IT Consulting & Other Services","US",---
,"2912374","UVE","Universal Insurance Holdings Inc.",826787,$13741199.94,0.0009287513,"Property & Casualty Insurance","US",---
,"BJFSR99","RVNC","Revance Therapeutics Inc.",2727369,$13718666.07,0.0009272283,"Pharmaceuticals","US",---
,"2596950","AMNB","American National Bankshares Inc.",302173,$13685415.17,0.0009249809,"Regional Banks","US",---
,"BMX0JN6","RCEL","Avita Medical Inc.",816217,$13679796.92,0.0009246011,"Biotechnology","US",---
,"2060518","ATRO","Astronics Corp.",808671,$13674626.61,0.0009242517,"Aerospace & Defense","US",---
,"BPLJ828","ADTN","ADTRAN Holdings Inc.",2181394,$13666433.41,0.0009236979,"Communications Equipment","US",---
,"BL72R71","LUNG","Pulmonx Corp.",1028344,$13656408.32,0.0009230203,"Health Care Equipment","US",---
,"BFZNYB7","ALLO","Allogene Therapeutics Inc.",3876439,$13645065.28,0.0009222537,"Biotechnology","US",---
,"BD1XH30","SD","SandRidge Energy Inc.",933349,$13626895.4,0.0009210256,"Oil & Gas Exploration & Production","US",---
,"2307732","PGC","Peapack-Gladstone Financial Corp.",493833,$13619914.14,0.0009205537,"Regional Banks","US",---
,"BY3H7G0","KRNY","Kearny Financial Corp./MD",1881717,$13604813.91,0.0009195331,"Regional Banks","US",---
,"2570501","SMBC","Southern Missouri Bancorp Inc.",311561,$13587175.21,0.000918341,"Regional Banks","US",---
,"BPSJQ05","FIP","FTAI Infrastructure Inc.",3188200,$13581732,0.0009179731,"Rail Transportation","US",---
,"BDRW1L7","ANAB","AnaptysBio Inc.",574301,$13553503.6,0.0009160651,"Biotechnology","US",---
,"2012735","ATRI","Atrion Corp.",39845,$13547300,0.0009156458,"Health Care Supplies","US",---
,"BYTYP72","AVXL","Anavex Life Sciences Corp.",2266872,$13533225.84,0.0009146946,"Biotechnology","US",---
,"BLNPMM4","AVO","Mission Produce Inc.",1350087,$13487369.13,0.0009115952,"Packaged Foods & Meats","US",---
,"BNKF6N0","BMEA","Biomea Fusion Inc.",745055,$13470594.4,0.0009104614,"Biotechnology","US",---
,"BSKS2D6","RILY","B Riley Financial Inc.",573323,$13427224.66,0.0009075301,"Investment Banking & Brokerage","US",---
,"BNRR1B2","ATMU","Atmus Filtration Technologies Inc.",601023,$13420843.59,0.0009070988,"Automotive Parts & Equipment","US",---
,"2111977","SRI","Stoneridge Inc.",753568,$13405974.72,0.0009060938,"Automotive Parts & Equipment","US",---
,"2859200","CVGW","Calavo Growers Inc.",512935,$13382474.15,0.0009045055,"Packaged Foods & Meats","US",---
,"BD9MTK0","MCBS","Metrocity Bankshares Inc.",558211,$13341242.9,0.0009017187,"Regional Banks","US",---
,"2805474","SCVL","Shoe Carnival Inc.",523116,$13339458,0.000901598,"Apparel Retail","US",---
,"B7254K9","AXGN","Axogen Inc.",1375595,$13302003.65,0.0008990666,"Health Care Equipment","US",---
,"2360111","FFIC","Flushing Financial Corp.",829310,$13293839.3,0.0008985147,"Regional Banks","US",---
,"BF2G4D1","IIIV","I3 Verticals Inc. Class A",707059,$13250285.66,0.000895571,"Transaction & Payment Processing Service","US",---
,"BFMZ4W7","CDMO","Avid Bioservices Inc.",1945642,$13171996.34,0.0008902795,"Biotechnology","US",---
,"2096977","AEHR","Aehr Test Systems",886185,$13159847.25,0.0008894584,"Semiconductor Materials & Equipment","US",---
,"BM8JV32","PL","Planet Labs PBC",5801296,$13110928.96,0.000886152,"Research & Consulting Services","US",---
,"2536882","LXU","LSB Industries Inc.",1753855,$13048681.2,0.0008819448,"Diversified Chemicals","US",---
,"2931595","UIS","Unisys Corp.",1935305,$13043955.7,0.0008816254,"IT Consulting & Other Services","US",---
,"BPK4YF9","FNA","Paragon 28 Inc.",1025674,$13005546.32,0.0008790294,"Health Care Equipment","US",---
,"BP48CK8","EVLV","Evolv Technologies Holdings Inc.",2974460,$12998390.2,0.0008785457,"Electronic Equipment & Instruments","US",---
,"2277114","RBCAA","Republic Bancorp Inc./KY Class A",253793,$12991663.67,0.000878091,"Regional Banks","US",---
,"2115902","OPK","OPKO Health Inc.",12728537,$12983107.74,0.0008775128,"Health Care Services","US",---
,"2519849","TBI","TrueBlue Inc.",942024,$12981090.72,0.0008773764,"Human Resource & Employment Services","US",---
,"2251583","DJCO","Daily Journal Corp.",40386,$12976829.52,0.0008770884,"Publishing","US",---
,"BF49P79","PBPB","Potbelly Corp.",1030823,$12967753.34,0.000876475,"Restaurants","US",---
,"2643168","MOV","Movado Group Inc.",468835,$12930469.3,0.000873955,"Apparel, Accessories & Luxury Goods","US",---
,"BQV3RS6","XPER","Xperi Inc.",1204322,$12862158.96,0.000869338,"Systems Software","US",---
